property_id,bank_property_id,property_type,city,address,price,lot_area_sqm,floor_area_sqm,listed_on,listing_url
P001074,10816000003169,Commercial - Memorial Lot,Minalin,"Lot No. 1, Blk. Humility, Sto. Domingo Memorial Garden Phase III, Sto. Domingo, Minalin, Pampanga",1826000,44,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003169
P001075,10816000003130,Residential - Vacant Lot,Iloilo City,"Lot 3807-C-2-C, National Road, Brgy. Buhang, Jaro District, Iloilo City, Iloilo",283229630,42762,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003130
P001076,10816000003129,Residential - Vacant Lot,Iloilo City,"Lot 3837-B-3-C, National Road, Brgy. Buhang, Jaro District, Iloilo City, Iloilo",13138086,1917,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003129
P001077,10816000003128,Residential - Vacant Lot,Iloilo City,"Lot 4472-D-4, National Road, Brgy. Buhang, Jaro District, Iloilo City, Iloilo",808844,118,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003128
P001078,10816000003127,Residential - Vacant Lot,Iloilo City,"Lot 4472-D-3, National Road, Brgy. Buhang, Jaro District, Iloilo City, Iloilo",21333910,3113,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003127
P001079,10816000003126,Residential - Vacant Lot,Iloilo City,"Lot 3837-B-3-A, National Road, Brgy. Buhang, Jaro District, Iloilo City, Iloilo",25266416,2265,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003126
P001080,10816000003125,Residential - Vacant Lot,Iloilo City,"Lot 3807-C-2-A, National Road, Brgy. Buhang, Jaro District, Iloilo City, Iloilo",7785340,2272,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003125
P001081,10816000003124,Residential - Vacant Lot,Iloilo City,"Lot 4472-D-1, National Road, Brgy. Buhang, Jaro District, Iloilo City, Iloilo",514437774,150129,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10816000003124
P001082,10800000000698,Residential - With Improvement,Pasig City,"Lot 27, Block 6, Butterfly Street, Valle Verde 6, Brgy. Ugong, Pasig City, Metro Manila",247619000,720,934,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000698
P001083,10800000000165,Commercial - Condominium - Parking Slot,Makati City,"LB-94, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay Sts., Makati City, Metro Manila",1300000,0,12,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000165
P001084,10800000000164,Commercial - Condominium - Parking Slot,Makati City,"LB-93, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay Sts.,, Makati City, Metro Manila",1300000,0,12,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000164
P001085,10800000000162,Commercial - Condominium - Parking Slot,Makati City,"LB-91, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay Sts.,, Makati City, Metro Manila",1300000,0,12,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000162
P001086,10800000000161,Commercial - Condominium - Parking Slot,Makati City,"LB-90, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay Sts.,, Makati City, Metro Manila",1300000,0,12,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000161
P001087,10800000000159,Commercial - Condominium - Parking Slot,Makati City,"LB-33, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay Sts., Makati City, Metro Manila",1300000,0,12,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000159
P001088,10800000000158,Commercial - Condominium - Parking Slot,Makati City,"LB-32, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay Sts.,, Makati City, Metro Manila",1300000,0,12,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000158
P001089,10800000000136,Commercial - Condominium - Parking Slot,Makati City,"LB-80, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,14,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000136
P001090,10800000000135,Commercial - Condominium - Parking Slot,Makati City,"LB-79, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000135
P001091,10800000000134,Commercial - Condominium - Parking Slot,Makati City,"LB-78, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000134
P001092,10800000000133,Commercial - Condominium - Parking Slot,Makati City,"LB-77, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000133
P001093,10800000000131,Commercial - Condominium - Parking Slot,Makati City,"LB-95, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,12,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000131
P001094,10800000000125,Commercial - Condominium - Parking Slot,Makati City,"LB-76, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000125
P001095,10800000000124,Commercial - Condominium - Parking Slot,Makati City,"LB-75, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000124
P001096,10800000000123,Commercial - Condominium - Parking Slot,Makati City,"LB-74, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000123
P001097,10800000000122,Commercial - Condominium - Parking Slot,Makati City,"LB-35, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,11,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000122
P001098,10800000000121,Commercial - Condominium - Parking Slot,Makati City,"LB-34, Skyland Plaza, Sen. Gil Puyat Ave. corner Tindalo and Malugay St., Makati City, Metro Manila",1300000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000121
P001099,10800000000116,Commercial - Vacant Lot,Cebu City,"Lot 5153, Cebu South National Road corner Cabreros St., Brgy. Mambaling, Cebu City, Cebu",18250000,420,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10800000000116
P001100,10619000000001,Residential & Industrial - With Improvement,Numancia,"Lot 7019, Dongon East, Numancia, Aklan",3676000,2315,160,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10619000000001
P001101,10551000000346,Residential - With Improvement,Candelaria,"Lot 10, Blk 4. Road Lot 3 Brgy.Sta.Catalina Sur, Candelaria, Quezon",956000,116,71,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10551000000346
P001103,10214000000005,Residential - Vacant Lot,General Santos City (Dadiangas,"Lot 863-B-5-I-3, Manansala Subdivision, Purok Malakas, Barangay San Isidro, Lagao, General Santos City (Dadiangas, South Cotabato",725000,250,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10214000000005
P001104,10214000000004,Residential - Vacant Lot,General Santos City (Dadiangas,"Lot 863-B-5-H-3-A, Manansala Subdivision, Purok Malakas, Barangay San Isidro, Lagao, General Santos City (Dadiangas, South Cotabato",1300000,250,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10214000000004
P001105,10000000007993,Residential - With Improvement,San Fernando City,"Lot 13, Blk 36, St. Vincent Street, St. Jude Village, Barangay Magliman, San Fernando City, Pampanga",2160000,240,159,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000007993
P001106,10000000007945,Residential - Vacant Lot,Trece Marteres City (Capital),"Lot 2, Block 17, Unnamed Road (Road Lot 18), Sherwood Hills Residential Estates and Golf & Country Club Subdivision, Barangay Cabezas,, Trece Marteres City (Capital), Cavite",1518000,330,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000007945
P001107,10000000007461,Residential - With Improvement,Guagua,"Lot 8437-B Bo. San Matias, Guagua, Pampanga",4620000,1400,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000007461
P001108,10000000007460,Residential - With Improvement,Guagua,"Lot 8437-C Bo. San Matias, Guagua, Pampanga",4620000,1400,377,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000007460
P001109,10000000007240,Residential & Agricultural - With Improvement,Botolan,"Lot No. 2211, Batonlapoc, Botolan, Zambales",4038000,6890,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000007240
P001110,10000000006875,Residential - Vacant Lot,Echague,"San Felipe, Echague, Isabela",2428785.26,44159,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006875
P001111,10000000006870,Residential - Vacant Lot,Echague,"San Felipe, Echague, Isabela",2209715.28,40176,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006870
P001112,10000000006868,Residential - Vacant Lot,Echague,"Lot No. 6356-C, San Felipe, Echague, Isabela",784201.44,14258,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006868
P001113,10000000006867,Residential - Vacant Lot,Echague,"Lot No. 6356-B, San Felipe, Echague, Isabela",784145.52,14257,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006867
P001114,10000000006866,Residential - Vacant Lot,Echague,"Lot No. 6356-A, San Felipe, Echague, Isabela",784152.5,14257,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006866
P001115,10000000006861,Residential - With Improvement,Cordon,"Lot 2480, Barangays Malapat and Taringsing, Cordon, Isabela",5959580.58,19321,469121,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006861
P001116,10000000006860,Residential - Vacant Lot,Cordon,"Lot 2405-D-1, Barangays Malapat and Taringsing, Cordon, Isabela",131419.42,5100,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006860
P001117,10000000006784,Residential - Vacant Lot,Kawit,"Lot 1-C, Capt. Bautista St. (Interior), Market Area Binakayan, Kawit, Cavite",1440000,480,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006784
P001118,10000000006761,Residential - With Improvement,Naguilan,"Lot No. 2-C-1, Maharlika Highway, Brgy. Magsaysay, Naguilan, Isabela",1500000,1250,118,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006761
P001119,10000000006755,Residential - With Improvement,Urbiztondo,"Lot 1, Along Estrada St. Poblacion, Urbiztondo, Pangasinan",2434000,1374,162,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006755
P001120,10000000006740,Residential - With Improvement,Cordon,"Lot 2138-B, Provincial Road, Brgy. Tutod Norte, Cordon, Isabela",2784000,530,244,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006740
P001122,10000000006640,Residential - Vacant Lot,Davao City,"Lot 959-B-2-B-4, Bo. Matina Pangi, Davao City, Davao del Sur",522144.89,209,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006640
P001123,10000000006639,Residential - Vacant Lot,Davao City,"Lot 959-B-2-B-3, Bo. Matina Pangi, Davao City, Davao del Sur",391517.87,181,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006639
P001124,10000000006638,Residential - Vacant Lot,Davao City,"Lot 959-B-2-B-2, Bo. Matina Pangi, Davao City, Davao del Sur",389931.19,180,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006638
P001125,10000000006637,Residential - Vacant Lot,Davao City,"Lot 959-B-2-B-1, Bo. Matina Pangi, Davao City, Davao del Sur",321353.02,180,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006637
P001126,10000000006586,Agricultural - Vacant Lot,San Isidro,"Lot 3606, Int. Lot Brgy. Quezon, San Isidro, Isabela",2633000,20833,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006586
P001127,10000000006585,Agricultural - With Improvement,Manolo Fortich,"Lot 3, Blk. 20, Brgy. San Miguel, Manolo Fortich, Bukidnon",6775000,22582,1,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000006585
P001128,10000000005966,Agricultural - With Improvement,Santo Domingo,"Lot 1, Access Rd., Brgy. Baloc, Santo Domingo, Nueva Ecija",13018000,52072,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005966
P001129,10000000005950,Agricultural - Vacant Lot,Cabanatuan City,"Lot 4136-E-3, Lot 4136-E-4, Bo. Patalac, Cabanatuan City, Nueva Ecija",3823000,21601,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005950
P001130,10000000005911,Residential - Vacant Lot,Batangas City,"Lot 20 Blk. 1   Brgy. Sta. Rita, Batangas City, Batangas",1368000,240,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005911
P001131,10000000005910,Residential - Vacant Lot,Batangas City,"Lot 24 Blk. 1   Brgy. Sta. Rita, Batangas City, Batangas",1368000,240,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005910
P001132,10000000005909,Residential - Vacant Lot,Batangas City,"Lot 23 Blk. 1   Brgy. Sta. Rita, Batangas City, Batangas",1368000,240,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005909
P001133,10000000005908,Residential - Vacant Lot,Batangas City,"Lot 22 Blk. 1   Brgy. Sta. Rita, Batangas City, Batangas",1368000,240,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005908
P001134,10000000005907,Residential - Vacant Lot,Batangas City,"Lot 21 Blk. 1  Brgy. Sta. Rita, Batangas City, Batangas",1368000,240,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005907
P001135,10000000005904,Commercial - With Improvement,Mayantoc,"Lot 53, Poblacion Sur, Mayantoc, Tarlac",1539512.91,1203,270,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005904
P001136,10000000005903,Residential - Lot w/ Dilapidated Improvement,Mayantoc,"Lot 49 Poblacion Sur, Mayantoc, Tarlac",1036487.09,909,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005903
P001137,10000000005797,Residential - Vacant Lot,Santiago City,"Lot 592-A, Barrio Rosario, Santiago City, Isabela",2929000,8136,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005797
P001138,10000000005635,Residential - With Improvement,Quezon City,"Lot 24, Blk. 16, No. 45 Yale St., Brgy. E. Rodriguez Cubao District, Quezon City, Metro Manila",20942000,283,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005635
P001139,10000000005634,Residential - With Improvement - Bundle,Quezon City,"Lot 23, Blk. 16, No. 45 Yale St., Brgy. E. Rodriguez Cubao District, Quezon City, Metro Manila",20942000,283,292,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005634
P001140,10000000005431,Commercial - Condominium,Makati City,"Unit A, 5th Floor, EL Tower Condomium, E. delos Santos Avenue (EDSA), Guadalupe, Makati City, Metro Manila",14647000,0,257,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005431
P001141,10000000005418,Commercial - With Improvement,Benito Soliven,"Lot B-9-C, Provincial Road, Barangay Malapiat, Benito Soliven, Isabela",5151000,2341,450,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005418
P001142,10000000005372,Residential - Vacant Lot,Naic,"Lot 1052-G-12, Morante Ville Homes Brgy. Munting Mapino, Naic, Cavite",621000,282,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005372
P001143,10000000005290,Residential - Vacant Lot,Quezon City,"Lot 16-B, # 59 Yale St. Brgy., E. Rodriguez, Cubao, Quezon City, Metro Manila",5941000,201,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005290
P001144,10000000005261,Residential - Vacant Lot,San Manuel,"Lot 4618-B-2-B-2, Provincial Road, Brgy. Guiset Norte, San Manuel, Pangasinan",2891000,6021,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005261
P001145,10000000005034,Residential - With Improvement,Dasmarinas,"Lot 1, Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",1320005.51,220,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005034
P001146,10000000005033,Residential - With Improvement,Dasmarinas,"Lot 2, Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",996006.26,166,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005033
P001147,10000000005032,Residential - With Improvement,Dasmarinas,"Lot 1, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",834006.65,139,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005032
P001148,10000000005031,Residential - With Improvement,Dasmarinas,"Lot 2, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",828001.04,138,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005031
P001149,10000000005030,Residential - With Improvement,Dasmarinas,"Lot 10, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",312001.79,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005030
P001150,10000000005029,Residential - With Improvement,Dasmarinas,"Lot 9, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",312001.79,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005029
P001151,10000000005028,Residential - With Improvement,Dasmarinas,"Lot 8, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005028
P001152,10000000005027,Residential - With Improvement,Dasmarinas,"Lot 7, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005027
P001153,10000000005026,Residential - With Improvement,Dasmarinas,"Lot 6, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005026
P001154,10000000005025,Residential - With Improvement,Dasmarinas,"Lot 5, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005025
P001155,10000000005024,Residential - With Improvement,Dasmarinas,"Lot 4, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005024
P001156,10000000005023,Residential - With Improvement,Dasmarinas,"Lot 3, Blk. 20, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005023
P001157,10000000005022,Residential - With Improvement,Dasmarinas,"Lot 9, Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",312001.79,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005022
P001158,10000000005021,Residential - With Improvement,Dasmarinas,"Lot 8, Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",312001.79,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005021
P001159,10000000005020,Residential - With Improvement,Dasmarinas,"Lot 7, Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005020
P001160,10000000005019,Residential - With Improvement,Dasmarinas,"Lot 6, Blk. 19, Bo. Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005019
P001161,10000000005018,Residential - With Improvement,Dasmarinas,"Lot 5, Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005018
P001162,10000000005017,Residential - With Improvement,Dasmarinas,"Lot 4 Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005017
P001163,10000000005016,Residential - With Improvement,Dasmarinas,"Lot 3, Blk. 19, Villa Isabel Ave. cor. Alley 7 and 9, Villa Isabel Resort, Burol, Dasmarinas, Cavite",779997.58,130,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000005016
P001164,10000000004617,Residential - With Improvement,Teresa,"Lot 3658-C, T- Claudio st. San Roque, Teresa, Rizal",1.16432384E7,8242,1768,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004617
P001165,10000000004616,Residential - Vacant Lot,Teresa,"Lot 3655-I, T. Claudio st. San Roque, Teresa, Rizal",1156761.6,772,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004616
P001166,10000000004515,Commercial - Condominium,Las Pinas City,"Unit B-6 , 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",1819000,0,140,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004515
P001167,10000000004513,Commercial - Condominium,Las Pinas City,"Unit 315, 318 Interiors Gallery Condominium,Alabang-Zapote Road, Brgy. Talon 1, Las Pinas City, Metro Manila",856000,0,43,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004513
P001168,10000000004512,Commercial - Condominium,Las Pinas City,"Unit B-5 , 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",826000,0,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004512
P001169,10000000004510,Commercial - Condominium,Las Pinas City,"Unit B-1 , 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",816000,0,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004510
P001170,10000000004508,Commercial - Condominium,Las Pinas City,"Unit B-3 , 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",734000,0,56,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004508
P001171,10000000004506,Commercial - Condominium,Las Pinas City,"Unit B-2 , 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",666000,0,51,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004506
P001172,10000000004505,Commercial - Condominium,Las Pinas City,"Unit B-4 , 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",439000,0,34,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004505
P001173,10000000004504,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 8, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",234000,0,19,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004504
P001174,10000000004503,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 14, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",215000,0,17,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004503
P001175,10000000004502,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 1, 318 Interiors Gallery Condominium Alabang-Zapote Road, Brgy. Talon 1, Las Pinas City, Metro Manila",190000,0,15,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004502
P001176,10000000004501,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 20, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",177000,0,14,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004501
P001177,10000000004500,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 11, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",177000,0,14,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004500
P001178,10000000004499,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 12, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",169000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004499
P001179,10000000004498,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 7, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",169000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004498
P001180,10000000004497,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 6, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon,, Las Pinas City, Metro Manila",169000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004497
P001181,10000000004496,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 5, 318 Interiors Gallery Condominium Alabang-Zapote Road Brgy. Talon 1, Las Pinas City, Metro Manila",169000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004496
P001182,10000000004495,Commercial - Condominium - Parking Slot,Las Pinas City,"Basement Parking 4, 318 Interiors Gallery Condominium Alabang-Zapote Road, Brgy. Talon 1, Las Pinas City, Metro Manila",169000,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10000000004495
